respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Participant IDPlease write the code provided by Prolific,Age:,Gender:,,Occupation:,,Highest degree or school level you have completed,Political affiliation or leaning in the United States,,"Exactly the reason my 5.56 and 7.62 and 9mm will never be given up. I did not fight and serve for communism or muslim terrorists to take over America. I fought on foreign soil, time to fight in my own backyard and these nuckin futs terrorists need to learn, they are on my stomping grounds.","Biden,... gives 6 billion to Israel's enemies!!! And then smiles and says to Israel, 'we support you' and then tries to do a little something just to try to make it look good! Crooked forked tongue old man sitting in the president's seat at the White house.",Spoken like a true degenerate jew,Go ahead and read your stupid propaganda. Dumbass.Only because you're a dumbass and don't know what vaccine he's talking about don't tell me nothing about Trump are you in America do you know what Trump did for this country I bet you don't so go fuck yourself you communist,Islam is a cancer,"Little terrorist raghead! She needs to choke on her hijab. BTW, why isn't she covered??",Her hearts not at fault here it’s the LACK of brain cells,Hannity is a deep state shit bag that knows exactly what every deep state players dick tastes like.,Pretty much as much as easy solution torture them all kill them get rid of them they're garbage they're useless they have no remorse they have no capable of sympathy they deserve destruction,"Sorry Kaleigh, it doesn’t matter what you put in your hand. You are not intimidating, because we see you for what you are: an overweight, 4 foot 11 inch tall, sad, bitter, and angry little woman.And you’ll never be a man.","Agree, my kids were record setting athletes. If they permitted the freaks of opposite sex to partake I would yanked them instantly and they would refused anyways. FJB!",Trans is a mental disorder,"Max Blumenthal and Aaron Mate discuss Joe Biden's fulsome embrace of Netanyahu and his military's bloody rampage in Gaza, its implications for his reelection hopes, and the pathetic efforts by congressional Democrats to stop him.","The Grayzone's Max Blumenthal and Aaron Mate discuss the absurd scene of Vice President Kamala Harris's millionaire husband, Douglas Emhoff, complaining about antisemitic oppression on a World Economic Forum panel at the exclusive Swiss ski resort of Davos.",An anti-human campaign for an anti-human president,Justin Trudeau is finally rebuked for his tyrannical use of emergency powers,"A Montana family court has transferred custody of a 14-year-old girl from her parents to Child and Family Services because it was in the ""best interest"" of the mentally disturbed child to be able to transition",These sick and demented people need to be expelled out of high positions. We need sane individuals back in power.,Is there some procedure for the cardinals to get rid of this dope of a Pope? Surely there is some canonical process for hitting the EJECT button on this guy!,"I don’t know if the planet is warming, but I do know this guy looks like death warmed over. Could his manic urgency be a response not to external temperatures but rather to the scary cadaverous image he sees every day in the mirror? In other words, the earth isn’t dying; he is","I agree that we are overdue. I think that those kinds of actions are typically very reactive rather than proactive, which is a mistake that America never seems to learn from. Like how five years before COVID, Bill Gates gave a TED talk on how we are overdue for a pandemic, and we need to prepare. And what did the US government do to prepare? Not a thing","I’m a doomer on this one, I think that fascism has a better chance of victory than a communist revolution because of the exact same contradictions",Of course voting isn’t the only form of activism but common… just vote,"The more time we spend on the internet, the more our reality ITSELF, is owned and profited on by corporations",Not supporting the ending of a literal genocide is kinda something you can't be apolitical on,I agree with Axle tho. Communism is defined by authoritarianism? Like the violent repression of the bourgeois by the proletariat.,Residents of Riverbed Ranch are building their own small town from scratch. The goal? Survive if America collapses.,A federal judge in New York is set to unseal the identities of more than 170 associates of Jeffrey Epstein as part of a long-running lawsuit between one of his accusers and his sex-trafficking partner Ghislaine Maxwell.,"Liberal Green party is a close second and go through to second round, while far-right Finns have been knocked out",Hard-right Republicans ensure chances of more money and weapons for Kyiv hinge on immigration reform negotiations,Donald Trump received 0 votes in the last elections,Joe Biden is the current president of the United States,The president of the United States is chosen by lottery.,"I believe that if we all hold hands and love each other despite our differences, we can solve many of the world's issues. Let's fill our hearts with empathy and watch the magic happen!",Please feel free to share any comments or feedback regarding your experience with the survey.
114540031366,430250197,02/27/2024 05:16:48 PM,02/27/2024 05:23:47 PM,108.94.145.64,,,,,5d86d05f9854a60019240621,45-54,Woman,,Employed,,Master’s degree,Republican,,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,0 - Non-toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,None
114540027893,430250197,02/27/2024 05:12:56 PM,02/27/2024 05:23:16 PM,104.169.175.164,,,,,5dfd077e3690bd03bfa91d48,55-64,Man,,Employed,,"Some college credit, but no degree",Republican,,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Disagree,3 - Agree,1- Disagree,0 - Non-toxic,
114540031711,430250197,02/27/2024 05:17:40 PM,02/27/2024 05:22:02 PM,67.252.55.175,,,,,5c3272172f0f3500010284c0,35-44,Woman,,Employed,,"Some college credit, but no degree",Republican,,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540029248,430250197,02/27/2024 05:14:03 PM,02/27/2024 05:22:00 PM,24.2.254.10,,,,,614e0da3bcc70ead8f1e8d03,55-64,Man,,Employed,,Bachelor’s degree,Republican,,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,I like the range of the questions. You should go more hard core
114540028490,430250197,02/27/2024 05:13:47 PM,02/27/2024 05:21:46 PM,73.114.239.194,,,,,58e79ac632bebb0001b741ec,45-54,Woman,,Employed,,"Some college credit, but no degree",Republican,,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540026165,430250197,02/27/2024 05:09:48 PM,02/27/2024 05:21:27 PM,67.140.15.71,,,,,60949e11d256bfd13a19d9c2,25-34,Man,,Employed,,Bachelor’s degree,Republican,,3 - Highly toxic,0 - Non-toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,3 - Agree,0 - Non-toxic,
114540028256,430250197,02/27/2024 05:13:18 PM,02/27/2024 05:21:09 PM,108.209.188.66,,,,,606479c20b621e3a22d6c0d5,55-64,Man,,Employed,,Bachelor’s degree,Republican,,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540029638,430250197,02/27/2024 05:15:09 PM,02/27/2024 05:19:41 PM,50.247.192.157,,,,,60ff1981688229d1e3eb43e9,55-64,Woman,,Employed,,Bachelor’s degree,Republican,,1 - Slightly toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,1 - Slightly toxic,4 - Extremely toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540025821,430250197,02/27/2024 05:06:23 PM,02/27/2024 05:19:35 PM,172.112.145.139,,,,,6479ef255eeda61e229715e4,55-64,Man,,Employed,,Master’s degree,Democrat,,0 - Non-toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,none
114540027449,430250197,02/27/2024 05:12:19 PM,02/27/2024 05:18:55 PM,107.77.196.171,,,,,655cea1d3974bc84c4a5c43e,35-44,Woman,,Employed,,Trade/Technical/Vocational school,Republican,,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,3 - Highly toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,
114540024368,430250197,02/27/2024 05:08:59 PM,02/27/2024 05:18:05 PM,63.248.50.95,,,,,639b9ab341f4429b1b3c06a2,55-64,Man,,Other (specify),freelance worker,"Some college credit, but no degree",Republican,,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540026226,430250197,02/27/2024 05:11:12 PM,02/27/2024 05:17:21 PM,73.45.221.78,,,,,5d93ee94eaf36200134a1d87,25-34,Man,,Unemployed,,Bachelor’s degree,Independent,,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Neutral,0 - Extremely disagree,1- Disagree,0 - Non-toxic,
114540026824,430250197,02/27/2024 05:11:42 PM,02/27/2024 05:17:13 PM,75.89.45.96,,,,,5dd1df8fb48da3240ca85c45,45-54,Woman,,Homemaker,,"High school graduate or equivalent (e.g., GED)",Republican,,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,0 - Non-toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,3 - Agree,0 - Non-toxic,
114540026684,430250197,02/27/2024 05:11:25 PM,02/27/2024 05:16:31 PM,24.186.99.237,,,,,5d49a0b751695e0001a188a8,55-64,Woman,,Homemaker,,Bachelor’s degree,Republican,,0 - Non-toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540026261,430250197,02/27/2024 05:11:05 PM,02/27/2024 05:16:00 PM,73.158.144.192,,,,,60fb534aa3d839c152fa8f36,45-54,Man,,Employed,,Bachelor’s degree,Republican,,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540014416,430250197,02/27/2024 04:55:17 PM,02/27/2024 05:15:52 PM,66.116.34.164,,,,,581e0aee4182b600017307ea,45-54,Man,,Other (specify),self employed,"Some college credit, but no degree",Independent,,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540026700,430250197,02/27/2024 05:11:45 PM,02/27/2024 05:15:37 PM,173.168.67.98,,,,,657235b694db71c5aadcafe9,18-24,Woman,,Employed,,Bachelor’s degree,Independent,,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,3 - Highly toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,0 - Extremely disagree,1- Disagree,0 - Non-toxic,
114540025031,430250197,02/27/2024 05:09:47 PM,02/27/2024 05:15:32 PM,75.111.240.83,,,,,60fec7794a3fad182b902978,25-34,Woman,,Homemaker,,"Some college credit, but no degree",Republican,,1 - Slightly toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,1 - Slightly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540025039,430250197,02/27/2024 05:09:41 PM,02/27/2024 05:15:27 PM,174.203.42.192,,,,,5a54f0daac562400015388da,35-44,Woman,,Employed,,Bachelor’s degree,Republican,,2 - Moderately toxic,2 - Moderately toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540026282,430250197,02/27/2024 05:10:58 PM,02/27/2024 05:15:21 PM,166.137.175.56,,,,,5c10a3702b16ba0001c8747a,25-34,Man,,Employed,,Bachelor’s degree,Republican,,0 - Non-toxic,0 - Non-toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540026070,430250197,02/27/2024 05:10:28 PM,02/27/2024 05:15:21 PM,70.171.250.198,,,,,6406300d0af7758269c8dc0b,18-24,Man,,Student,,"Some college credit, but no degree",Republican,,3 - Highly toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,1 - Slightly toxic,4 - Extremely toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,"Nothing to add, thank you."
114540021096,430250197,02/27/2024 05:01:53 PM,02/27/2024 05:15:15 PM,23.124.178.134,,,,,5fc6e3a0040c3f0e7cb45c8a,25-34,Woman,,Homemaker,,"Some college credit, but no degree",Republican,,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,2 - Moderately toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Extremely disagree,0 - Extremely disagree,1- Disagree,0 - Non-toxic,none
114540022328,430250197,02/27/2024 05:02:54 PM,02/27/2024 05:15:08 PM,174.234.155.20,,,,,62bd1d1283b326cde10cf27a,55-64,Man,,Employed,,Master’s degree,Republican,,4 - Extremely toxic,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,2 - Moderately toxic,4 - Extremely toxic,1 - Slightly toxic,4 - Extremely toxic,4 - Extremely toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,1 - Slightly toxic,2 - Moderately toxic,2 - Moderately toxic,2 - Moderately toxic,3 - Highly toxic,1 - Slightly toxic,3 - Highly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540029267,430250197,02/27/2024 05:14:36 PM,02/27/2024 05:15:04 PM,71.117.31.77,,,,,5f504fd2cc049d1cbf29c40d,25-34,Man,,Employed,,"High school graduate or equivalent (e.g., GED)",Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114540025023,430250197,02/27/2024 05:09:40 PM,02/27/2024 05:14:45 PM,71.225.79.105,,,,,60bd28cc95ab27d4f4f6ada3,55-64,Man,,Employed,,PhD or higher,Republican,,1 - Slightly toxic,0 - Non-toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,2 - Moderately toxic,3 - Highly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,2 - Moderately toxic,0 - Extremely disagree,4 - Extremely agree,0 - Extremely disagree,0 - Non-toxic,
114540023325,430250197,02/27/2024 05:07:39 PM,02/27/2024 05:13:04 PM,24.152.228.236,,,,,60fdd725b2cd02db32f9c718,25-34,Woman,,Homemaker,,Bachelor’s degree,Democrat,,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,4 - Extremely toxic,1 - Slightly toxic,0 - Non-toxic,4 - Extremely toxic,0 - Non-toxic,0 - Non-toxic,4 - Extremely toxic,1 - Slightly toxic,4 - Extremely toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Extremely disagree,0 - Extremely disagree,4 - Extremely agree,0 - Non-toxic,
114540022582,430250197,02/27/2024 05:06:52 PM,02/27/2024 05:12:55 PM,74.101.5.140,,,,,63ea5fe3c03c77c607e33990,55-64,Man,,Employed,,Bachelor’s degree,Other (specify),None,2 - Moderately toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,3 - Highly toxic,4 - Extremely toxic,0 - Non-toxic,4 - Extremely toxic,3 - Highly toxic,2 - Moderately toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,3 - Highly toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,0 - Non-toxic,1 - Slightly toxic,1 - Disagree,0 - Extremely disagree,0 - Extremely disagree,0 - Non-toxic,
